tweet_text,sentiment
bom cont observ freljord lembr demal olh invern escrev ano ant tod lor ser trabalh public dá gost felic ver quant acert cad cois,1
dev est estud to aqu viaj tt volt reclam not,1
sab hor hor confer dic snapchat gt queroviajarm conhec ent compartilh,1
fil and bebé vid mud esp igual,1
sempr aul laboratori preench protocol inte pra dupl olh faz cálcul tod invé copi val sempr result vc ach q burr q conf dig rs,1
tô ness mund pra dar soc estômag mach,1
ah show doming vestibul amig vei avis hoj vai faz fest aniversári sáb,1
eh pá tod á frent put algum vez ped á mãe d aliás algum vez filh vão ped,1
relax amor obrig agir matur vam dar streaming independ opin ent tá tud bem,1
consig escrev est sempr aparec merd ecrã,1
olh jeit els deu,1
vc ate joj banc kkkk const bar did após aul,1
ahahh fost vend,1
vontad cort puls dest dia,1
sempr tent mont look legal sempr acab camiset band,1
menin víci etern pi lanç pouc anim vez fic shounen,1
quer kkk vc merec,1
tav 55kg sext agor to 539kg to tao feliz,1
pergunt real ire vot car violent descontrol mach homofób racist neg clar jamal vot cir gom,1
sexual defin carát,1
pal descobr qnd sai pré fdp hj dia dizm olá rua q ignor,1
princip part car,1
culp confess p,1
gent começ deix fã esport mand grad jog 14h agor escolh fã esport vot seman 3 abr quartaf,1
rend tédi bom dia flop,1
olh lind nen bons ipê filh cuid car,1
melhor cois vc fazmuit gent fic preconceit legal fácil ir tent lá,1
pass aére camvel sit faz proc tod sit milh companh aére mostr melhormen preç q tá pra determin dia mê bem pra q procur sit sit d cê pod tant procur pra dat específ quant vê mê int,1
concord tant aind vc insp estud desanim,1
thank nicol ter lev pé contig,1
fof porém trist histór bom encontr nov lar,1
enak lho dig,1
danil reforç fcp 2018 perman mareg melhor trein melhor direcç cl grand favorit époc vam,1
euc vid ode ia ser melhor aul anoposs ate grp utt ir la falt aul,1
memór gt saudad dess alun tai ch fic feliz aí mund distribu sorris qualqu hor gent encontr,1
pass dia arrast agor noit to tão bem,1
opa 9 matin to ir p algarv aind n fiz mal,1
con sac casm seguindom nest cont xa son feliz,1
siiiim engan minireview log prim,1
aaaa ach w vai fic estranh p,1
obrig lind bom dia,1
alur liv seman vem receb pra gent convers sobr merc trabalh gam vai ser bem legal salv link aí,1
veñ la cas,1
alg aind fez gost faz dia k k k mt coisaa,1
vó deu 20 real pra compr quis amo vó,1
fart tar cas amanhã dar uma galh mot,1
gost tod séri apocryph aind n termin assist ond assist bom bem abaix bladework sim zer melhor tod p,1
final agost ja so pens carnav,1
dá abrac faz selfi,1
pen quer ver consegu cheg pessoal refrat,1
lat,1
ex soub vou candidat encomend crim kkk 17 pik d,1
aparent clar q kkkk ver braç estic q quer coloc refer fach ué aí acab peg ângul mei baix pra fic abert possível apes ser declar ofic precis ser necess fot formal p,1
lanc contempl temp obscur varand cuec enquant tom suc laranj,1
bb lembr pass cad vez vc n conseg hr q rol vc pens pass seguint,1
dói cabeç outr vez,1
odei escol tom explod d,1
nad am,1
futebol flaxgr maracanã,1
madrug músic maravilh deix feliz,1
fal elit diary complet,1
sim par insist haddad,1
tá arras combin dm ctg,1
fal vej vi tl fic caç cois tt vi post mud nad tt,1
tempor termin amanhã cont diss busc part pod ser fech manutenç long dia obrig compreens,1
ai lind sac gameplay cla redfield enfrent willian birkin,1
prim vez 100 montadit ador jur aind consegu com batat tod croc,1
jur vid dav film dram terr coméd,1
pres lanchonet graç isabel,1
bem pen kat abr vic bem est animal gat cachorr sufici,1
peg pânic,1
antôni carl elogi cabel,1
oia lá gatim p,1
gent vai fal sobr aul quint d,1
nunc sa result segund fas,1
kkkkkkkkkk forç ícon boa sort conseg,1
entr vid 2012 aproxim 2014 desd grup guril amo demal faz falt manhã concord cert opin esper dia mud pouc saudad,1
continu bat record const agr 5 ano q beb café tod dia falt,1
acab motiv entr log academ obrig,1
esper gost ricard,1
sab mai prob met ont convém,1
lc somni bat ahahahah fix est contig via imens temp,1
né k,1
clar sei diss xd,1
pont baix dia lagartix subirm pern após sacud porc larg,1
ah sab era amig joã boa obrig ter partilh,1
ja fal q vo dar crom pres skin zed aniversári vai md aa anj qnd aniversári,1
marmot sei lembr mim fiz what the box rocket fist outr jog tô jog nov kickstart mê ach vão curt d sup fof garden paw,1
moment escut nightwish d,1
fic fing tud bem merd bom ver ninguém viu nad err mim ach funcion,1
quer fod,1
pod ta passe cmg manau p,1
prov resum oit págin pra amanhã aind comec d,1
bom dia prefir samsung,1
agor vou faz taref mto difícil requ esforç temp ach fanfic boa ler,1
import lev tir pow boa ate fac,1
hor val corre,1
ver pod ja ter acab fot aind,1
gost alguém escol gost tod geral grup top,1
obrig tod acompanh liv hoj ame cad moment,1
gargant tá fech,1
hj dia boom,1
ai olh gent chat infern,1
mulh autoest abal hom pap ret kkk po pq ser ne so faz merd bro p,1
tant dflw tant onor,1
vou ver vin tod dia,1
ach fic fof ócul thank you quer parec fof,1
turm má,1
lembr né am junt outr,1
ver ahah btw amanhã vam lá,1
2050 presid haddadmanu,1
gent vou show eua dia 2909 vou tent faz máx possível liv,1
ach ta pel,1
cois boa faz pesquis hoj conhec paul am gent boa acab lanç livr brasil ler viag volt parec bibliograf nov curs semestr vem,1
quil diz profes assed alun quil ofend profes bom exist lá,1
sof fã perc nenhum víde show boa noit,1
mim incomod deslig,1
final reconhec vc tb import,1
car pod ter sid intenç dá impress est tir mérit sim brasil eleit melhor mund categor seil vez gring unanim dentr respec categor superi simpl,1
parec maior democrá vot princip direit vot ter represent proporç vontad democrac lind hom fasc tant diz pov err dev vot assim,1
ah ta ouç agor to ouv loon,1
mê bost menos carr cheg prox seman,1
ai guy 3 liv ta on vou jog uma ranked lá pra 21h final final fantasy 3,1
bê serokocalan jîyan nab twitamina222 ji bo serok ocalan ê,1
filosof modern d faz sent,1
nav marcel uefasupercup,1
lembret hoj segu dic passei paul crianç instagr cliqu fot conf y saopauloparacrianc brinc saopaul fimdesem diversa kid vidadema,1
vez catarin pass frent next,1
pud ajud alg cham dm,1
vou volt faz cort cabel drás,1
cê tá lgd gt,1
anôn diss hell pl could u som lockscre natal dy ty ♡,1
almoç marc hj aind deit nad atrass,1
banh folh orix oxal inal vap folh eucalipt ferv cha erv cidr boa noit son,1
acab part películ,1
trabalh hereg,1
ia recomend loon nao sei vc gost p acredit nunc ouv músic kjkkkk,1
oii ino sab saudad au cruz assim quil diz,1
tão bom ia pôr despert aplic calcul,1
cont sim mand dm,1
desafi nofeil venc vam jog brainw,1
fal pra q am rs,1
porém fiz merd n calour né,1
kkkkkkkk bem trist pq q acontec comig,1
coleç renat bartolam tá cad vez mai,1
oi viníc obrig confianç produz tud pens ajud melhor man possível pod fic tranquil novembr vai ter muuuuuuuit cois boa vind aí,1
vam concord discord rs ach posicion ras nenhum acen sent investig pun torc preconceit gente blz posicion pra mim sufici exempl posicion rit ness sent though,1
ahahah ok aguard dia der ar graç aqu,1
cert sim poss recomend american woman are you gonn go my way ill be waiting calling all angel again hit farof fly away algum cert conhec ah sim tá form,1
aproveit melhor form,1
ataqu ansiedad morr infern,1
eitaaaaaaaaaa agor lembr hoj estre fer ex,1
bom dia mar olh rim d,1
malucaaaaaa q combin dia vc seman q vem próx,1
tá fácil… lad 40 jog seg outr genér sega… sei porqu dúv p,1
pod defend amig sofr infern ninguém sab gent fiqu rec aí pra precis to fal maldad pra abr olh quant ant melhor,1
linda tod ano,1
val ano viag talv sim,1
tb compr preç olh q lá dentr eng electrón últ telemó sempr superi iphon barat d,1
alguém fal event crypt d,1
post look dia aqu elen quis fal instagr lev blus estamp r 5,1
concord tbm,1
tmb sent grand burr jeit nenhum,1
simm par agr tá quent,1
alguém sab faz pra assist grey hoj d,1
sempr aqu dist fal niss precis vir pra recif pra conhec comunidad daqu,1
unic pal mund ond pres ladra conden 2 instanc lid pesquis pal ipob,1
ent vê kkkkkk vou com dar ghost faz mim d,1
flop apag,1
vc apadrinh vão cit sim esper pouc,1
sempr magr vir vegan engord 10kg nen tá err tweet,1
invert cen tylo csg d,1
1 foo fc91499d2a584505a8636531a34e0666,1
wuant poss ver víde fon,1
bom argument tam junt,1
vou grit pro mund q amo cad vez q question peg alt fal grit ouv indivídu,1
siiimm vou nel lt3 client amig conhec ano,1
orgulh procur 3 mes melhor decis pod ter feit vai dar cert,1
compr ent preocup,1
¿eu quer ver vai acert mat pomb solt pomb quer ver pombovo ¿qual nom dess film sent pens,1
volt esquec anot,1
inktob lylilanz leit promess dúv kkkkkk bjo grand amig hortolând,1
deix ser feliz d,1
coleg gost tod,1
to prepar pra rast amanhã pq hoj deu tud cert amanhã vai dar tud err d,1
menin tod mund inst resolv ir pra prai hj inclusiv pq tô carr p ind pra bm,1
sab particip airdrop conf víde júli canal cript tec trx tron airdrop crypt huob cryptocurrenci money exchang,1
yeoon far bem promoç japon univers boa noit kreng yeodach,1
porqu hor ach alg melhor,1
péss pi infeliz oss tão nov tão ignor cas,1
acord set manhã p ir feir c avó min,1
artur destru corp,1
cois boa dia compr nov mochil,1
quint vam lad,1
and tod faz,1
ônibu carreg wif vid demal netflix sonec viag tod,1
sig imens pesso interaj mesm signif nad,1
fez vc fez bom trabalh,1
1 ano atrás pens vou trabalh pra gast prim salári amig empreg cheg mor outr cidad,1
val forç car d,1
poss diz dia mau,1
pass seguil part dess event val pen cre,1
lik calat chat caralh,1
final seman sensac,1
to fal marcel,1
ggwp 30 contr revoltz classific playoff ggbet val tod torc gosant,1
non desculp ach aind influenc margaret atwood ach tud maravilh escrit cas país,1
amig reag pesso lev sust amp,1
vou apanh comboi alverc tou ver vai ser doi and,1
hi tou liter morr ant nao quer faz pedr agor consig tar começ fic nerv consegu respir,1
tá so man,1
sorri pra vem entend verdad sab nad aind compreend bem car jorn ser pai,1
vitór pod cham apen viv,1
obrigadaa vou tent sim,1
prim artig,1
hey viv cam4 vam convers show sexy cam porn,1
nop tud cabeç,1
ato cens númer 1 tent mecensur ban p,1
eheh sempr ord precis algum cois dm abert p,1
trech músic fras zé net cristi,1
alegr ver amig quer mort ahahah,1
prefir outr faç cois p mim p,1
tô mor bom tá bem,1
melhor pubg mobil,1
rosem noronh alguém lembr,1
derrub porr dess ganh vot fat fac nel ta val p,1
ach q tb vou sair,1
aff imagin pod entr vontad hahah tô twitt pra aind pra convers boa,1
obrig ilustr diss,1
patriot br,1
vam codein,1
pens ir program talent ach tinh jeit aceit,1
septemb 24 2018 at 0800 good morning hav nic day buen tengan un excel día bom dia desejolh excel dia amer españ usa brasil,1
sim parç empat paracom animal viv mesm natur human melhor dev mant vid funcion,1
tô prepar bor faz caravan turm gent pod tent descont pass aére,1
tristepeg fon ouvidocoloc playlist bad 1 hor fic escut,1
époc lig dev ter anot nom carr feit post acab deix pass fod menos tá bem ai tramp dá respir relax pouc,1
mand pra mim thank,1
aind bem gent trans enta intim pod flr comig boa ue malksdmfl,1
tô edit ent sai volt 1h manhã tant youtub quant spotify,1
tab ceo precios,1
fras caval zod,1
poppy grag so q defend bas pra gent dar gg ai 2 morr der gg p,1
reviv moment 4a sáb,1
omg crush pô fav fot,1
começ pens cois ant diz,1
entr fil ent aqu carg pra carreg dou ceno pres sab motiv chicot bols estal vc tbm,1
fl tabac felic lind couv foz iguassú paran brazil,1
falt seman aniversári pod prepar surpr pra mim,1
nao to fal dinh sim part diss nunc trabalh nenhum moment fal qualqu cois sobr val patrimôni,1
desenh mandot fot xiumin,1
fat 8 qu sab fã garot mencion ant olh vide perfil instagr,1
filoutub 16h20h filoutub pour vou divert,1
conhec faz descart lix eletrôn acess sit conhec lix eletrôn elix,1
parabém man muit fest hein 1 ano vid d deu ilumin caminh,1
ó restaurant bom motiv heheh tô almoç nel hoj sempr tão bom,1
falt sair cmg,1
nao cas,1
tav mm c esperanç q ano ia ser manhã pq pens q ano sofr bast,1
tend cont 9 melhor gost,1
aii amo est aqu mim volt,1
quiqu setien trein bétil cab nom complet sond,1
tod trabalh histór pra faz matér ingl pra estud,1
vou faz agor uiehaiushd tent n´ã ser club unit favorit p,1
desd lá mt paci convers mt sobr tud hoj dia tud mt bem nunc relaç tão bom nunc sent tão bem própr cas eh,1
tou med deit começ ataqu toss,1
amanhã atomiclabmusic paul mont gent bacan abert faix col atomiclab guitarist guitarr sing can guitarteach voiceteacher…,1
tá rol aqu cas tb felic,1
expliq diferenç cas fal cens c pq aplic,1
resum sensac sobr histór forró feit canal cad forró val muuuuit pen assist,1
ok acab respond mens lá,1
parabém hay ♡♡ obrig tod esforç fanbas lind esper q vc aproveit mt dia,1
vai port mesm dat 1 eur poupanç disponibil novembr mai,1
podcast mass d 99v 146 – 2pak asterix chuck rock,1
alguém aí glitt prate pra fic lind fantas carnav époc,1
agor cois vão fic bem sim final d,1
sit continu atualiz pos wilson sistem 001 ind bem long aind cheg obje mei caminh cost francisc hawaï q ilh q segund fot estim q cheg lá 3 seman,1
pesso quiet nao necess distra deslig ta acontec volt kk ve niss oportun pra tent engan ne,1
pesso faz tant mim incr pareç sempr retribu pi jeit lix sum k explod log,1
arrr gai deu mai trabalh univers jur to dia tod niss quis real aprend send trabalh cham dm doc,1
sar deprimium fg quer tant baz daqu vez tod,1
fernand brum agor program elian histór lind super,1
vc desgr,1
agor coloc rob contr young boy d,1
seg curt kpop tbm pô,1
n sei oqu faç acord amanhã acord ced prepar sol continu aqu,1
cas mont pinsch ach don mund pq branc peg bus gran pra viv tranquil preocup bolet,1
mvn nu lind,1
mud pack us,1
menos peg my pac lind ninguém peg agor ent,1
bom dia adr cheg aqu traz sol aproveit cidad,1
kkk mal experim utiliz sit comput,1
trabalh madu ser bom irm velh fic vend film nov tard,1
ufa sup cans voz legal convers tant jov interess astronom esper ver rost cad próx ano lá iag,1
trist necessari cuid lek,1
sent cim ócul entort nad nov aqu,1
sim aind regr hav telemó,1
horr gent sent put pes diz fort aguent máx pud quis cham est dispos,1
cérebr func gost mim entt tá quer avis lá pro coraçã ver pesso pra quas dar par card ansiedad pq tão troux,1
eh ent disney lanç hoj compr dbd poi sei vai ter promoç nov,1
haddad 22 bor andrad porr 2° turn haddad 43 x 37 bolsonar bolsonar 28 cir 11 alckmin 8 marin 5,1
esper próx,1
ganh part dot d how to win match at dot d via,1
,1
real desesper estatís homicídi suicídi 2019 infeliz corr risc junt estatís suicídi obrig tod colabor tud ruim muit outr irã pass d,1
bue moren apanh escald mam sei,1
cancel ta ind tud nov,1
salv familamcp tev nov vide canal pass la deix lik pra fortalec canal heh tmj mcp,1
estud trabalh estud pra pod ter bom trabalh,1
exat pesso problem confianç autoest pra decid vai faz melhor diz sab amig conhec entend cen vai dar confianç vai deixál feliz pq lut contr alg vc ode,1
mei dúz defen quas 200 pesso apoi dá alegr,1
quer muitoo muitoo compr,1
test diagnóst ond prov burr,1
kjsjjkajjj sao tao velh óbvi ant tip army vs exol olh font doram reply 1997 so falt pq tav preguiç,1
import acontec vou cri espect so sei paz,1
quer alguém fiz unh graç,1
pass temp pass olh parec mud,1
machuq mão ont ver agor,1
boa coment comig aprend pouc pret corrig err prox desenh obrig feedback,1
pra aind ouv banc aii p,1
ep mass né ador fras “é reg líri guet beethoven negr vêm pra mostrar” lt3 ach q represent bem import oportun vid qlqr,1
messeng ano,1
entr cris aniversári algum fav pq criat pra faz post bonit,1
bem cois vali pod exist ser reconhec ídol né dinh nenhum capaz diss,1
vag faz sucess,1
aff nao consegu vlw ajud,1
aaa bb boa noit boa noit,1
vc assist debat paran sp p,1
term lei nº 950497 art 33 § 5o ved períod campanh eleitor realiz enquet relacion process eleitor avis,1
estud cntg esi qnd entr la gnt n dav n gost mim dp gnt cnv nad demal hoj muito querida ajud red to dev,1
hoj ced twitt mashimasens divulg brind exclus ed zer comemor lanç vol 01 físic jap brasil fic dess lei sobr matér sit d gtgt edenszer tamojunt,1
go ta sa 12,1
arranq lençol cam enquant dorm,1
melhor tramp q ja fiz p,1
bom dia mar bom dia ilustr nav,1
cheg 20 episódi tod seman podcast nov sobr folclor brasil escolh d,1
lumin casc pass quiosqu “a ver parqu “ parqu marech carm abert noit venh com cachorr descans,1
obv precis diz inscrev exam final,1
ô mainh ia morr fud dor cabeç lev pq sei coraçã 13,1
vou começ faz cont decresc ano,1
oi moç lind vim aqu ped irmã car amizad enorm quer saib sempr encontr apoi esper pal perfeit valoriz filh diz alg sobr sobr vc,1
pq q aind est aqu,1
pesso real entend rap sao import diz contrari,1
tant faz jog pq gost pc quis pod compr pc sai mcp p,1
seb onlin itiner vai vend livr preç pesso ach livr val tip ticket cult fábr pra livr ah vam troc livr livr companh isop brej,1
previs avis surg algum tip novidad enquant mant enquant institu pag acerc fgc risc tão baix dispens garant pod explic detalhad cham dm,1
ach oraç mãe vai dar cert,1
tô sent slá porém gost gost fic realiz felic alhe,1
ch ricky quer mt ser amig ahah fal contig sobr cen vou mand dm,1
tá hor us tag vot sorib bt vai ganh so voteonbtssorib,1
select jog trapst adventur set par baix comput quebr func ent favor aplic custom control jog,1
neonaz faz err bem car fak new,1
hol sens sab vol fer deman tand,1
es gir obrig,1
pc vai explod,1
tud bom ta tud bom sim,1
ent vou continu diz verdad,1
vot branc bem vind 1,1
fat suc uva horr,1
ach 10 centav chã,1
tão inseg pesso fal “se est tão feliz assim” pens pod est feliz pesso melhor outr pesso melhor difícil encontr,1
bom dia sim concord aplaud decis,1
pressupu log pq diss,1
afili 43 la past en particul ñoqu pres p,1
car ja bat fort vontad morr,1
ps pai ne p kkkkkkkk,1
ganh noj uma 5 pesso assim dia noit orgulh mim,1
graç deu boul invent bord nov d cai democrac apert bot entr pag band escolh músic,1
vish car mt trol bom esper recup cont d,1
aguard dm,1
aind mater escol ok,1
nad to boa real acab vou permit outr acab menos sensacion popul elej,1
hoj escol caiu luz fic assim temp mei diss seguint situ luz sal aul volt lig alun aaaahhhhh liter moment par fal cai luz nov alun aaaaeeeeeeeeee d,1
hoj dia sort,1
louc pra cheg cas faz igual orochimar fic baix chuv exp tod dor chor dentr,1
judal mag 7° cosplay d cosplay fiq semgr us nunc us cosplay tant pouc roupaacessóri vi confort est derret 30 minut event,1
beleeeee d ser rol ness vam,1
geral conhec curt porqu demasi cal sec,1
kkkkk dev ser parabém ignor,1
olh aind exist,1
olá nad imposs né vam compartilh tweet equip oportun abert fal,1
oii dud am d oii mar anj,1
fer pra gost produz pro bols ta sempr chei d,1
víde nov ind bem d obrig apoi sempr gal incr lt3,1
gost porr sei noiv viv fal,1
fã brux,1
fd pod tar jr ond q explic,1
boa noit bom trabalh amanhã,1
inst ju vou procur cont pessoal ok ok obgg,1
tweet diz “gent eh leil vôlei” pq n sei eh,1
lembr don fal q dev sent pression caus sucess red flav ano pass ai yer we didnt feel any pressur,1
bom dia,1
cint lembr ali prai piscin,1
us sai agor motiv mostr pern,1
bom dia passatemp instagr dia 25 agost pass lá vej cond particip fot,1
sai lá pro xbox,1
compartilh amig,1
outfit hoj bonit,1
lix,1
pai reclam gnt nunc sai junt etc ah quer sair filh bla bla ai gnt marc pra sair qu dar desculp tá pass mal tá esper jog futebol,1
vou fil ac lug 23 25 27 29 31,1
varand presid hor mei perd titul fabul,1
vit prai hoj és tão gir tank,1
i hop so obrig,1
desesper atac q dá cert,1
esquec mim nn,1
acab vi fot,1
vai ter fim seman chei chei estud dia trabalh noit,1
d acab luz tempestad vent 80 km show,1
b i q,1
derd nay kişandin,1
adolf hitl,1
ragnarok rum 500 subscri fortnit battl royal via gost vide drop lik subscrev cust nad,1
10 hor pra com agor 10 pra ir tom banh,1
sempr bom escut est mulh fas p,1
laivou deslig tud tom ir morr cam pq olh,1
delic queijim ent p gel quas congel faz cois corr complic rsrsrsrr,1
youtub man cham discord ai srdoorg dzn2735 ia ser praz vc grav cmg,1
dev hav opç edit tweet,1
tá pass anomalis glob film bom anomalis,1
ah nord vot mal né p,1
oi vai receb outr cart,1
gav torc estádi show band contr mito2018 acéfal vai corinth,1
esper p ver complet marin cartaz punt pod est mt bom ouv dig,1
upa upa nível,1
quas milagr ótim articul previn diabet,1
us ros amanhã merec viv,1
fez auê mim dia int n queim cigarr nenhum vez,1
record lilim daniel mv,1
consig diz músic favorit billi tod lind maravilh,1
fan cod onlin campanh vou peg promoç lanç quas junt forz horizon 4 fic difícil jog outr cois vou par jog forz nov lanç red dead 2,1
tô bem melhor sim,1
sim faç tud pra mago deix alguém situ chat cust bem est vez conheç direit pesso consig diret indiret melhor alg pra faç prejud,1
enta tud cert bebê contant bem,1
mand mens pra profes respond final fras sinc tô mei apreens porqu cert tá tram algum cois bem sádic,1
gaj tão gaj aspet lt 0,1
vi q vc curt coment public n sei vc coloc us vai coloc porém coloc agradeç demal,1
beij mt aqu pens bb vc imagin,1
100 confi segur,1
acord 630h,1
leu algum outr livr gillian ser gon girl prefer sim li sharp object cont the grownup falt dark plac d gost d,1
demagog cbf cham querid itaqu vão rend transfer comiss,1
paint the sky red not all who wond are lost full album cois lind álbum faz alm convid corp pra bail terr par gir,1
manu mãe agr,1
je vi renvers garraf d’águ 5l,1
encontr funç pra maquiagemdisfarç car chor,1
5 simpl hor faz muit diferenç final mê forç,1
car respons d partidonovo30 joaocom6,1
chate bom sab sim senh,1
sim brun obrig lembr,1
hoj tô paz,1
am desenh tô feliz hahahaaaa lembr assist enquant faz nebul agr vou assist fum cigarr,1
fiq 8h30 quas agor paus pra almoç ajust únic cois tcc tav quer chor agor consegu faz merd tô feliz tá próx fim quer diz,1
acord neosor lad tão lind amo,1
penny dreadful séri chei refer histór terr cláss fal sobr lá amo séri d,1
tren aparec henriqu riu pront vam ver fim agor p,1
consegu ajeit control xbox one d,1
unh,1
nunc vou ser fof agor quer ver aguent send gross,1
tão lind dentr constrang fal assim q fic envergonh rsr obrigadinha,1
melhor cor,1
vam sext vem p,1
bien d ¡damel damel damel,1
menos blus,1
gost volt fal vc,1
man desist ver liv cai td hor tr prefir fic tl vend,1
aind bem vc lil,1
encontr bab so mat,1
coit enganous mandoum ped pra segu tir log,1
ah fest surpr dá,1
ouv transmiss melhor prim turn spfc super trê ano tricampeonat,1
cas poss que apoi finance campanh problem ajud dand us rt compartilh amig possi pod ajud,1
vez melhor fic cal,1
mor so,1
víde anim sempr trist,1
oi link esper vc gost,1
to lig pi p,1
vai sim benin lind vai deix gent ta maqui ench frufru,1
quer ver hr emoç tô mai feliz vc vai ver show nov,1
