id;tweet_text;tweet_date;sentiment;query_used
1023958471388160001;@FlavioDino Parabéns meu governador !#orgulho;Mon Jul 30 15:48:18 +0000 2018;1;#orgulho
1023961589140123649;ebaaa, vi os ranços hoje e ñ bati em nenhum #orgulho KKKJJJJJKKKKK;Mon Jul 30 16:00:41 +0000 2018;1;#orgulho
1023962330550464517;"@taf @joaomiranda @pmscarreira @catarina_mart Vejo! :-) Até acho normal que ele ache o @joaomiranda um perigoso fascista e o tenha bloqueado. Agora tu, @taf , sempre tão compreensivo para com a Catarina… uma desfeita! ;-)";Mon Jul 30 16:03:38 +0000 2018;1;fascista :)
1023962989119070209;@leticiandradd_ Melhor noia q eleitor do Bolsonaro :);Mon Jul 30 16:06:15 +0000 2018;1;bolsonaro :)
1023963975996846080;“Cada mulher que se impõe nos liberta...” #danielamercury #rainhadoaxé #rainhamá #banzeira #amaisbeladasbelas #amor #love #beleza #orgulho @danielamercury https://t.co/NkLKrfmvhc;Mon Jul 30 16:10:10 +0000 2018;1;#orgulho
1023965355109171200;De um eleitor do bolsonaro não podemos esperar nada de bom :);Mon Jul 30 16:15:39 +0000 2018;1;bolsonaro :)
1023965980274372608;@jairbolsonaro SEM MEDO DE SER FELIZ, OK? :D #GoBolsonaro https://t.co/QuzV8gYDxe;Mon Jul 30 16:18:08 +0000 2018;1;@jairbolsonaro :)
1023969388901408770;@Gussono eu que fiz #orgulho mamãe ama;Mon Jul 30 16:31:41 +0000 2018;1;#orgulho
1023969855509278720;Hoje à noite, estreia a Central das Eleições com sabatinas, entrevistas e debates entre os candidatos e pré-candidatos. Vamos falar de eleição? Nosso novo compromisso de segunda a sexta na @GloboNews . :) #VamosFalardeEleicao #VamosFalardePolitica https://t.co/1obajjYOx1;Mon Jul 30 16:33:32 +0000 2018;1;candidatos :)
1023970900071407617;@9vinha71 Então foi isso! Ele citou o Lima e falou isso (e puxou um fora temer) :);Mon Jul 30 16:37:41 +0000 2018;1;temer :)
1023972621225021440;Se eu gosto das praias de Portugal?! Gostar é pouco. Amoooo! É impossível dizer quais as mais belas, mas todos deveríamos visitar estas 9. Quantas já conhece? E as suas praias de eleição, quais são? Conte-me tudo. :) https://t.co/zRkCex25qu;Mon Jul 30 16:44:32 +0000 2018;1;eleicao :)
1023973314954493952;@jorge_m_dias candidatos a ganhar bué de coisas e assim. :);Mon Jul 30 16:47:17 +0000 2018;1;candidatos :)
1023975027983704065;Vamos votar no nosso Nini :) @weareoneEXO #EXO_COMINGSOON https://t.co/EjSe0SEw5d;Mon Jul 30 16:54:05 +0000 2018;1;votar :)
1023976951579598850;@sergiusdourado @VEJA A partir do momento que o Bolsonaro declarar que é favorável ao aborto, ele perde meu voto. :) Eu vou votar nele, não nos colegas de partido.;Mon Jul 30 17:01:44 +0000 2018;1;bolsonaro :)
1023977051232104448;Aquele momento que o professor manda que precisa do um artigo pro congresso que era pra entregar amanhã e foi adiado pro dia 15 e você nem começou a escrever :)))))))))))))))) help;Mon Jul 30 17:02:08 +0000 2018;1;congresso :)
1023977070244847616;“O Bolsonaro app usa a retórica do combate às fake news para se estabelecer como uma plataforma de disseminação de notícias falsas e discurso do ódio”, diz @joana_varon, pesquisadora e fundadora da @CodingRights :) Por @tatikmd no @TheInterceptBr: https://t.co/AdQSYxF3nV;Mon Jul 30 17:02:12 +0000 2018;1;bolsonaro :)
1023979421047373824;@FernandoCruz79 @faresime burro é você que é um fascista massa de manobra e nem sabe reconhecer. cospe ódio porque não tem qualidade nenhuma :);Mon Jul 30 17:11:33 +0000 2018;1;fascista :)
1023983713271652354;@jairbolsonaro como se fosse só isso que precisasse ser corrigido pra vc, né? até parece que você sabe alguma coisa do que fala! ta cheio de opinião bosta, mas conhecimento que é bom nada :D;Mon Jul 30 17:28:36 +0000 2018;1;@jairbolsonaro :)
1023984192005320711;@andreazzaeditor Andreazza , meu caro, deixa de seguir alertando a Imprensa hidrófoba-esquerdista-lacradora de que ela é a melhor cabo eleitoral do Bolsonaro. Deixa eles seguirem assim, meu filho :);Mon Jul 30 17:30:30 +0000 2018;1;bolsonaro :)
1023984873462276096;@gtv_rio @jairbolsonaro Agradecemos a audiência. :);Mon Jul 30 17:33:13 +0000 2018;1;@jairbolsonaro :)
1023986220769189888;Nosso mascote da armebnu e toda a simpatia de blancahmusic em sua visita sábado ao evento. Pessoa do bem mega talentosa e extremamente humilde. #arme #techno #blumenau #prainha #orgulho… https://t.co/2L23yC0eFi;Mon Jul 30 17:38:34 +0000 2018;1;#orgulho
1023989067686535169;@DaGheller @natalnadia1 @rodaviva @jairbolsonaro A Dilma conseguiu quebrar uma loja de 1.99 :);Mon Jul 30 17:49:53 +0000 2018;1;@jairbolsonaro :)
1023989302164955136;"@SHOCK1805 @gu_afonso É no mínimo ""estranho"" que o povo não tenha sido convocado para defender Lula e a democracia nas ruas. Esperar nas instituições é perder tempo. Mas não perca as esperanças. Ainda há muito pelo que lutar :)";Mon Jul 30 17:50:49 +0000 2018;1;lula :)
1023989387686752256;Amor incondicional é o que me define em relação a eles #armyseguindoarmy #Orgulho #Amodemaisessefandom S2 https://t.co/wQMJKKLd9V;Mon Jul 30 17:51:09 +0000 2018;1;#orgulho
1023989686212157445;@Politica_Santos @BernardoMF Eu não vou mostrar isto aqui para o Pateta... :) https://t.co/9oELmUxeQ6;Mon Jul 30 17:52:20 +0000 2018;1;politica :)
1023990721945198592;@patynet_ @KSombriu @joaolummertz @DavidGardingo @jairbolsonaro @lemondefr 'povo da areia' é star wars querida, ficção científica, isso aí que você tá sendo é xenófoba, que consiste crime :);Mon Jul 30 17:56:27 +0000 2018;1;@jairbolsonaro :)
1023991654540341248;C A M P E Õ E S 🤘🏻🇵🇹 #orgulho https://t.co/L4nRivVA1R;Mon Jul 30 18:00:09 +0000 2018;1;#orgulho
1023998208975020034;@marcosnunescgm E não há vinho produzido pelo estado, pelo que eu conheça ... :-) negócios geram corrupção, governos geram ainda mais (por não haver competição). Teria mesmo bivek de corrupção da alstom se metro de SP fosse privado?;Mon Jul 30 18:26:12 +0000 2018;1;corrupcao :)
1024001387292762112;@nhock @catupiry seguinte rapazes, eu tava querendo gravar um podcast do @senhorcastanha sobre fake news e notícias satíricas, e pensei em convidar vocês por causa do Jornal VDD. cês topam participar? eu mostro a pauta pra vocês terem uma ideia de como vai ser :);Mon Jul 30 18:38:50 +0000 2018;1;fake news :)
1024002776349782016;Fala galera! Está chegando o @agiletrendsbr GOV. O evento chega ao quadradinho com uma edição de alto impacto, trazendo conteúdo ágil voltado para o Governo. Vai rolar nos dias 21 a 24/08, estaremos lá :) https://t.co/C2cOVzqAwM https://t.co/c3VaibzMWl;Mon Jul 30 18:44:21 +0000 2018;1;governo :)
1024003087097384960;Prometi a mim mesmo que não iria mandar mensagem, e advinha, não mandei. #orgulho;Mon Jul 30 18:45:35 +0000 2018;1;#orgulho
1024006166983192576;Seja contra Temer aqui no Brasil, mas faça DEZENAS de piadas sobre comer bebês no seu escritório pra você ver o que acontece. :) https://t.co/d43CI1GPqT;Mon Jul 30 18:57:49 +0000 2018;1;temer :)
1024008075232063488;@jairbolsonaro Tão pouco político que mama nas tetas do governo durante trinta anos. :);Mon Jul 30 19:05:24 +0000 2018;1;governo :)
1024009062969683968;gente acabando o primeiro dia no trabalho e não fui embora #orgulho;Mon Jul 30 19:09:20 +0000 2018;1;#orgulho
1024009429551927296;@jairbolsonaro @lemondefr bicho tu é muito burro caralho kkkkkkkkkkkkkkkkkkkkkkkkkkkk Sério que tu quer governar o Brasil? Você é uma chacota e te ver derrotada vai ser uma delícia, seu lixo :) https://t.co/aZdGAEYgyW;Mon Jul 30 19:10:47 +0000 2018;1;@jairbolsonaro :)
1024009678576017408;@21_gone_wild Desculpa menino eu estou muito farta de ti. Eu não quero saber da tua opinião. Só te peço que não acabes no governo porque eu preocupo-me com o futuro dos meus futuros filhos! :)) beijinhos;Mon Jul 30 19:11:47 +0000 2018;1;governo :)
1024013060409892864;@BerrRosario Olha cara n importa a idade mas eu acho mais inteligente uma pessoas votar em alguém que n tem nehuma passagem criminal ao invés de politicos ladrões minha opinião :);Mon Jul 30 19:25:13 +0000 2018;1;votar :)
1024019219615305734;Esse gostosona aqui é minha migles 🤙🏻 #orgulho https://t.co/P7sA5xFOeE;Mon Jul 30 19:49:41 +0000 2018;1;#orgulho
1024021028631130115;"Não caiam nessa de que Fake News é coisa nova, não. O jornalismo faz isso desde sempre, só a internet que deu acesso pra todo mundo e hoje qq um ""cria"" uma notícia. Mas a boataria sempre teve. Igual corrupção :P";Mon Jul 30 19:56:53 +0000 2018;1;fake news :)
1024025238231765003;"povo que cria tt só pra discutir política e sair atacando todo mundo merece um rasteira pra cair e bater o bumbum em alguma quina hahaha &gt;&gt;&gt;&gt;&gt;:D";Mon Jul 30 20:13:36 +0000 2018;1;politica :)
1024027015706537985;Uma família dessa! Foto sobre a melhor escolha da vida! ❤️🌹😍👏🏻 #familiaejc #ejcaracruz #titiaama #orgulho #gratidao em Aracruz, Espirito Santo https://t.co/3YcHFFH2k5;Mon Jul 30 20:20:40 +0000 2018;1;#orgulho
1024028765503057920;"""A Fonte Nova é minha casa Todo jogo, eu tô lá Mesmo quando está chovendo Ou quando o sol está de rachar..."" #BBMP #EsporteClubeBahia #59énosso #88também #BoraBahêa #Orgulho #Tricolor em… https://t.co/wn082zEvc0";Mon Jul 30 20:27:37 +0000 2018;1;#orgulho
1024029116251754496;@aaanajj Sim cara, aprendeu comigo! #orgulho :');Mon Jul 30 20:29:01 +0000 2018;1;#orgulho
1024037632110682112;@KarlaPamplona1 @viniciuscfp @jairbolsonaro @joaoamoedonovo É mais provável que uma união de Ciro e @joaoamoedonovo :);Mon Jul 30 21:02:51 +0000 2018;1;ciro :)
1024038640819859456;@LeilaGermano Não é o do Temer né? :);Mon Jul 30 21:06:52 +0000 2018;1;temer :)
1024042341844348929;Orgulhoso de cada momento que o handebol me proporcionou, hoje fui convidado para apitar os jogos da copa TV tribuna , um torneio que me revelou como atleta , e vários outros 😍 #Orgulho #Arbitragem;Mon Jul 30 21:21:34 +0000 2018;1;#orgulho
1024043308992094208;matei 1 aula c rafa mas fui uma aluna EXEMPLAR e n matei a ultima ###orgulho;Mon Jul 30 21:25:25 +0000 2018;1;#orgulho
1024043799654354945;@assimdisseojojo não precisa pedir desgurpaa, migo. não argumentei sobre pq eu não entendo de politica :);Mon Jul 30 21:27:22 +0000 2018;1;politica :)
1024046776607813633;"""Ain não sei pra que votar no Novo, só vai conseguir 1% de votos mesmo"" honestamente eu acho BEM mais digno você devotar sua confiança em algo que você acredita, mesmo que as chances sejam mínimas, do que se vender pra outros :) https://t.co/0Ssx6Fkwte";Mon Jul 30 21:39:12 +0000 2018;1;votar :)
1024047271095291905;Já vi tanta entrevista e tanta sabatina do Ciro que já sei na ponta da língua tudo que ele fala. :);Mon Jul 30 21:41:09 +0000 2018;1;ciro :)
1024048570503245824;@mingauzi @oohllena Só pra resumir, algumas fake news, desinformações e mensagens de ódios envolviam os nomes dos meninos, isso preocupou muito alguns de nós e queríamos partilhar o amor que o QMN nos deu ao invés de incitar ódio e violência. :) Espero ter ajudado 💛;Mon Jul 30 21:46:19 +0000 2018;1;fake news :)
1024048973563211777;Um deputado no brasil custa 1.101.962.338,36. Se vc se perdeu no número isso representa Bilhão já :) um Bi por ano praticamente segundo o @congemfoco Vezes 27 anos - 27 Bi Custou @jairbolsonaro;Mon Jul 30 21:47:55 +0000 2018;1;@jairbolsonaro :)
1024050554098642946;@LuismFranco @Don_Miguez vai votar em mim? :D;Mon Jul 30 21:54:12 +0000 2018;1;votar :)
1024052967811543040;@teresinhalopes @ismarisilva @PauloArana @jairbolsonaro @lemondefr Deu block porque alguém te contrariou com fatos irrefutáveis? Não vai cair o braço admitir que foi um erro bobo e que você replicou fake news sem nem se dar o trabalho de pesquisar, na real ao admitir isso te tornaria até superior :);Mon Jul 30 22:03:48 +0000 2018;1;@jairbolsonaro :)
1024054642064482305;@GuilhermeAbdal9 Legal Guilherme, falando em pesquisa, tem uma pesquisa do Diap que mostra que formação atual do.congresso é a mais conservadora desde 1964, você sabe onde estavamos em 64 né? Sim na Ditadura :);Mon Jul 30 22:10:27 +0000 2018;1;congresso :)
1024056174340009984;Quem gostaria de ver Bolsonaro como Primeiro-ministro!?!? (entendedores entenderão) :);Mon Jul 30 22:16:32 +0000 2018;1;bolsonaro :)
1024058993973624832;Prevejo mais quatro mandatos de Lula: 2018-2025 2030-2037 :) https://t.co/4t88vLE3Rg;Mon Jul 30 22:27:44 +0000 2018;1;lula :)
1024059219136442373;Mulher bonita de verdade sempre faz duas coisas, pode reparar: vota no Bolsonaro e reza todos os dias :)! — ata então sou feia pq votar no bolsonaro nunca. boa noite https://t.co/UaIyzWqE2G;Mon Jul 30 22:28:38 +0000 2018;1;bolsonaro :)
1024059779059261441;@DioneGRodrigues @jairbolsonaro Torço para que tenhas um neto gay, com todo meu coração. Besos de luz : )));Mon Jul 30 22:30:52 +0000 2018;1;@jairbolsonaro :)
1024060843707834368;#OsPingosNosIs Bolsonaro incomodando :) Os outdoors são manifestações populares!! E a caravana do Lula? Pq o zeloso TSE não disse nada ??;Mon Jul 30 22:35:05 +0000 2018;1;bolsonaro :)
1024064913847840769;Bgl é votar no Bolsonaro esse ano :);Mon Jul 30 22:51:16 +0000 2018;1;bolsonaro :)
1024065394787733505;@Ismael_df @rafael_cherem @jairbolsonaro @lemondefr Primeiro: o país não foi a lugar nenhum por causa dele justamente pq ele não fez porra nenhuma, nem como parlamentar. Se eu estiver mentindo, me mostre o que foi que ele fez. Segundo que eu não estou impedindo vc de cometer a burrice de votar nele. :);Mon Jul 30 22:53:10 +0000 2018;1;@jairbolsonaro :)
1024066125217316866;"""Porque nada é impossível quando ainda é possível acreditar..."" 🎤 #diogopicarra #orgulho #música #portuguesa https://t.co/zbiUrM8fn6";Mon Jul 30 22:56:05 +0000 2018;1;#orgulho
1024066333338750976;#BolsonaroNoRodaViva vamos bolsominion, para um país sem racismo votando no bolsonazi! :D https://t.co/k91eK1o6rc;Mon Jul 30 22:56:54 +0000 2018;1;bolsominion :)
1024070105414676480;Ei vc q está procurando algo engraçado para assistir: hoje tem Bolsonaro no roda viva :D;Mon Jul 30 23:11:54 +0000 2018;1;bolsonaro :)
1024072317784207361;Lula ou Dilma? — Nenhum dos dois :) https://t.co/IjWP4a85tJ;Mon Jul 30 23:20:41 +0000 2018;1;lula :)
1024076505050218496;mto nacionalista e simpatizante #orgulho https://t.co/ItGCLxvZUM;Mon Jul 30 23:37:19 +0000 2018;1;#orgulho
1024078126010314752;@Henrytado ai anjo, eu ia usar bolsonaro, mas eu tenho medo de falar o nome três vezes e surgir uns beetlejuice aí :P hahahahaha;Mon Jul 30 23:43:46 +0000 2018;1;bolsonaro :)
1024078808784224256;Mais um ciclo se acaba e com ele a triste d despedir d mais uma personagem incrível e impactante! @BiaArantes obg p nos presentear com a Brice,uma personagem q a cada cena vc mostrou quão grande é seu talento,quão grd é a sua dedicação,Vc é maravilhosa! #Orgulho #ObrigadoDSR;Mon Jul 30 23:46:29 +0000 2018;1;#orgulho
1024079711985696775;Como é Maravilhoso ver cada foto sua, ver a sua força, sua determinação, sua coragem. Você é um Homem Maravilhoso pronto para ajudar o próximo isso é Raro isso é Divino🙏 Stories @marcos_harter #orgulho #admiração #respeito #teamo #reizinho 💙👑💙👑💙👑 https://t.co/0zklEuXqZt;Mon Jul 30 23:50:04 +0000 2018;1;#orgulho
1024081046420238337;@Juli84603118 @TREGoias @TSEjusbr @LulaOficial @geraldoalckmin @cirogomes Nem no bolsonaro :);Mon Jul 30 23:55:22 +0000 2018;1;bolsonaro :)
1024082676716920833;Não a margem para erros ... não a sombras de dúvidas #Bolsonaro2018 Presidente no primeiro turno ... vamos unir !!! vamos agregar os bons :) #BolsonaroNoRodaVida @jairbolsonaro @BonoroPistola @JoelAlexandreM @Bopressor20 @BolsonaroSP @benebarbosa_mvb @FlavioBolsonaro https://t.co/tj539X7F81;Tue Jul 31 00:01:51 +0000 2018;1;@jairbolsonaro :)
1024087112843448325;Dúvida é saber se assistimos ou não o Roda Viva com o Bolsonaro. Às vezes é bom ver se ele conseguiu evoluir alguma coisa ou é o mesmo retardado de sempre. :);Tue Jul 31 00:19:28 +0000 2018;1;bolsonaro :)
1024089431882510336;"@FlavioBolsonaro @jairbolsonaro Espero que seja o ""meu"" vice :)";Tue Jul 31 00:28:41 +0000 2018;1;@jairbolsonaro :)
1024092582450745344;@LulaOficial Já já o Lula lança um livro entitulado de “Minha Luta” escrito por ele na cadeia :-);Tue Jul 31 00:41:13 +0000 2018;1;lula :)
1024093414126768128;@jessicarussonan @otomdatuapele achei vc dançando aqui amiga 👏🏻👏🏻👏🏻 parabéns sempre achei que vc dança muito #Orgulho;Tue Jul 31 00:44:31 +0000 2018;1;#orgulho
1024094724293099520;Você é a favor ou contra a legalização de certas drogas? 🙄 — meu trabalho de filosofia sobre politica aristotelica foi baseado na legalização da maconha entao :) https://t.co/OslzIK5pfT;Tue Jul 31 00:49:43 +0000 2018;1;politica :)
1024095083816214528;Retomando o #orgulho de ser brasileiro! Brasil acima de tudo. DEUS acima de todos! #BolsonaroNoRodaViva #BolsonaroPresidente https://t.co/osKbxyZyD1;Tue Jul 31 00:51:09 +0000 2018;1;#orgulho
1024095993174872064;@karinefmp Kkkkkkk Isso ae migaaaa!!! 😍 #orgulho;Tue Jul 31 00:54:46 +0000 2018;1;#orgulho
1024096274268794882;Hj teve gritos de Bolsonaro depois da minha fala numa praça em Cabo Frio. Até chamamos pra dialogar. Que nada, querem ganhar no grito que reforça violência. Mas somos maioria do povo! Resistimos com nosso corpo, nossos sonhos e nossa voz! Alguns passarão, nós passarinho. :);Tue Jul 31 00:55:53 +0000 2018;1;bolsonaro :)
