user_name	tweet	date	label	day_period
MafioletiTais	caralho já vi 4 pessoas comendo fondue no outback hoje no instagram eu quero	2022-06-12 02:02:04+00:00	negativo	overnight
imbosu	melhor top br, mvp do cblol, mvp dos nossos corações,melhor jogador que já pisou na face da terra se eu estou na escuridão, guigo é a luz, para a fome guigo é um banquete no outback da um aumento pra esse cara pq ele merece o mundo todinho #gored	2022-06-11 17:00:43+00:00	negativo	afternoon
_Gguimaraes	era para eu te levar ao outback também	2022-06-10 15:37:36+00:00	negativo	afternoon
kmartyr22	yan é muito filha da puta, vai no outback nem chama tomar no cu	2022-06-06 00:57:14+00:00	negativo	overnight
bielmonteiiro_	tbm, saiu tarde pra krl do outback	2022-06-02 03:28:40+00:00	negativo	overnight
clarasouzzar	eu vou parir e a minha costela do outback e o meu empadão não sai, kiiii odiiiio	2022-05-31 22:22:31+00:00	negativo	night
Crvgg98	eu odeio com todas as minhas forças, coletar no outback dia de domingo, tmnc mano	2022-05-29 14:53:59+00:00	negativo	afternoon
PeCoxta	cadê o outback anunciando o fondue de volta tá na hora já	2022-05-26 01:21:21+00:00	negativo	overnight
jaao_gui98	a gay postando foto dia sim dia não no coco bambu ou no outback mais pagar o dinheiro que ta me devendo ela não quer odeio gays ainda mais caloteiras	2022-05-23 21:54:45+00:00	negativo	night
sylvee_06	euw naum sou fofa veiii *arranca suas costelas e vender pro outback uwu	2022-05-08 22:36:34+00:00	negativo	night
giih_Collins	ai to revoltada matheus n quis ir pro outback pra vim pra um rodízio ruim pra caralho pqp	2022-05-08 01:25:31+00:00	negativo	overnight
kolvina	pq eu não consigooo ver os preços do cardápio do outback tá tudo de graça é?	2022-05-02 20:25:36+00:00	negativo	night
vicramoss_	pedi bgl no outback, tô esperando papo de 1hr, o cara já tinha até retirado e cancelou tô fervendo de raiva	2022-04-28 01:21:39+00:00	negativo	overnight
_bruno_fred_	tomara que a cebola do outback esteja boa	2022-04-24 02:54:05+00:00	negativo	overnight
RanierSilva4	outback é foda pra pegar pedido, tnc meia hora esperando nessa porra e perdendo a promoção, tmnc!	2022-04-23 00:07:21+00:00	negativo	overnight
Duardinhodz7	negueba- vamo no outback comer uma costelinha tião tião- comer costelinha negão??? eu como é boceta	2022-04-19 22:07:26+00:00	negativo	night
signasombra_	que mundo eh esse minha namorada ta comendo no outback nesse exato momento e eu to comendo pao com ovo vou ter q terminar	2022-04-05 23:42:47+00:00	negativo	night
claudialsdo	que vontade absurda de comer no outback	2022-04-04 22:57:00+00:00	negativo	night
gui14_nfs	10 anos pra trazer a comida no outback	2022-03-19 17:12:31+00:00	negativo	afternoon
cookerhigh	se tem uma coisa que eu odeio no assaí são essas cebolas gigantes!!! não sou outback mano	2022-03-10 20:22:44+00:00	negativo	night
Sizfo__	tem um bixo no grupo do vôlei q todo dia posta foto em algum tipo d outback na hora do almoço… vou fazer uma cocó p esse cara	2022-03-09 19:31:15+00:00	negativo	night
nathyylavinia	queria ir no outback e ramon não tomou a porra da vacina pra comprovar	2022-03-08 23:33:41+00:00	negativo	night
monteirooart	essa porra de outback é uma merda	2022-03-05 17:03:37+00:00	negativo	afternoon
aquelaborgui	pagar 100 reais pra comer no outback pagar 30 reais numa marmitex qualquer	2022-02-27 16:21:06+00:00	negativo	afternoon
GeleiaPlays_	é isso manoooooo!!! o monstro dos monstros! parabéns demais irmão, só sucesso pra vc! &lt3 agora para de recusar meus convites pro outback	2022-02-23 17:28:01+00:00	negativo	afternoon
pcopelli21	essa fila do outback irrita	2022-02-19 00:46:20+00:00	negativo	overnight
tetecombiscoito	não eram iguais eram parecidas o suficiente pra causar dúvida e tinha variação de tamanho e eu comprei camisa também e já estamos no outback	2022-02-08 01:13:18+00:00	negativo	overnight
beccaaledo	o felipe não ironicamente ta há horas no provador pra experimentar 5 calças pretas iguais e escolher 1 só e eu to aqui faminta contando os minutos pro outback fechar	2022-02-08 00:45:36+00:00	negativo	overnight
nandamoreiraa_	cada vez que vou no outback a cebola fica menor	2022-01-20 00:12:12+00:00	negativo	overnight
lalayzec	suco no outback é 12,90 e não é nem refil e eu ainda bebi 2 sem ver o preço antes, eu em q odio	2022-01-16 01:11:25+00:00	negativo	overnight
Djalmaaaaaa	gabriel não quer comer nada do outback	2022-01-05 18:19:42+00:00	negativo	night
euwhore	a menina do bar do outback toda enrolada sozinha aaaaaa q vontade de entrar pra ajudar	2021-12-30 00:11:16+00:00	negativo	overnight
melilinhaa	quero coxinha de costela do outback	2021-12-28 02:00:14+00:00	negativo	overnight
meybelrj	bom saber q eles estão pedindo não entro mais lá simples assim deixei de ir no outback pelo mesmo motivo nunca foi por saúde	2021-12-23 16:45:49+00:00	negativo	afternoon
MeeloJoyce	que peleja pra entrar no outback por causa do comprovante de vacina	2021-12-19 21:17:03+00:00	negativo	night
dantas_mt	galera, como vocês gostam da cebola empanada do outback? vlh, aquilo é muito ruim… e ainda não é barato	2021-12-18 23:35:45+00:00	negativo	night
absorvent	todo dia eu sou atingida por um ads do outback, essa porra vai ter em manaus ou nao?	2021-12-09 19:58:58+00:00	negativo	night
joocoosta2	yasmin não para de me mandar foto no outback	2021-12-09 00:10:03+00:00	negativo	overnight
meybelrj	mas vc entrou? eu não entro recusei entrar no outback ontem pelo mesmo motivo estou vacinada, mas me recuso a compactuar com essa tirania imposta	2021-12-05 01:12:21+00:00	negativo	overnight
meybelrj	outback hoje exigiu estou vacinada, mas não colaboro com essa tirania fui para outro local	2021-12-03 19:57:45+00:00	negativo	night
alandesterro	esqueci a porra do meu aparelho dentário em cima da mesa no outback vtncu	2021-11-30 03:51:58+00:00	negativo	overnight
felipelevy	tô aqui sozinho esperando alguém no outback e é melhor nenhum gen z tirar uma foto minha e postar falando que é preciso apreciar a solidão	2021-11-25 23:58:23+00:00	negativo	night
yasmin_maatos	ele falo q queria ir no outback espero q me leve pois fiquei com vontade tbm	2021-11-22 19:52:33+00:00	negativo	night
lalafs__	o outback que vc falou q ia me levar que não é né breno	2021-11-16 01:46:57+00:00	negativo	overnight
julesilva_	"""amor, vamo almoçar no outback hoje"" ""não posso, tô cheia de serviço, lindo pode ir"" ""tá bom"" e foi"	2021-11-12 16:09:22+00:00	negativo	afternoon
leaodeJudda	outback só pode ta de brincadeira com meu salário namoral, da até desânimo de trabalhar parceiro	2021-10-27 15:25:12+00:00	negativo	afternoon
ThaisB96	"eu e minha namorada viemos no outback e estamos esperando a nossa vez na fila de espera e quando sentamos no sofa para aguardar e a mulher que estava no sofá ao lado ficou nós olhando, cutucou o seu companheiro e falou ""amor vamos sair daqui já devemos ser os próximos"" q ódio"	2021-10-17 00:59:02+00:00	negativo	overnight
Giullycost	chamei o gato pra ir no outback e negou, tinha que ser vascaíno	2021-10-15 03:50:02+00:00	negativo	overnight
Thagyde	pedido demorar muito pra chegar no outback e parte dele estar seco: mandarem outro do pedido seco e ainda não cobrarem o outro prato que atrasou:	2021-10-12 02:04:40+00:00	negativo	overnight
KN7nike	vim no outback mas esqueci que eu não posso comer costela	2021-10-06 23:44:11+00:00	negativo	night
08Raphinha	boladao, brota até no outback	2021-10-04 21:43:20+00:00	negativo	night
Th_Fernandes05	taxa do outback tinha que ser de graça o mínimo	2021-09-29 23:55:49+00:00	negativo	night
trembaladope	vou parar de aceitar pedido no outback na moral, toda vez essa demora	2021-09-29 23:41:03+00:00	negativo	night
Larisoft01	claro, vc até hj n pagou outback espera q frase?	2021-09-19 18:59:25+00:00	negativo	night
teteusando	oi sumido, terça vc vai no outback né? ou tem outro aniversário tipo do seu pai que vc esqueceu?	2021-09-18 00:37:43+00:00	negativo	overnight
craque_carluz	atenção reservas do palmeiras, não pisem no outback!!!!!!!! isso mesmo! você que nem tem tempo de jogo quer ir pro outback irmão? comer costela?????	2021-09-15 22:52:21+00:00	negativo	night
levismelo	por culpa do tiktok proibiram o povo de trazer molho de chocolate no outback	2021-09-15 00:12:20+00:00	negativo	overnight
_Vitorug	olhando o menu do outback babi: n tem um carai de um arroz branco aqui? eu:	2021-09-14 16:51:35+00:00	negativo	afternoon
euadulta	minha opinião sobre coco bambu e outback coco bambu: sim, nao é alta gastronomia e, sim, ele só rouba seu dinheiro dado q 90% do prato é catupiry outback: façam uma batatinha com bacon melhor q o outback e dps venham reclamar blz	2021-09-02 13:16:39+00:00	negativo	afternoon
Biabibiologa	eu não vou no outback sempre vc vai no mcdonald todo dia	2021-08-26 19:42:53+00:00	negativo	night
biaa_bal	mais uma decepção outback pq não pode mais pedir chocolate com o pão	2021-08-26 15:11:47+00:00	negativo	afternoon
judiamarxista	arrasou gatinho!!! *ps: me da seu cu ou me paga um outback	2021-08-19 03:57:47+00:00	negativo	overnight
rhuanny98	tô esperando a fila do outback desde de 20:40	2021-08-15 01:05:08+00:00	negativo	overnight
wZENNO	por favor narradores comentar red canids kalunga #gored bora lunnao a outback vai lançar o cardápio completo pra win #mplbr	2021-08-14 23:48:01+00:00	negativo	night
nandiinnha	a entregadora do acabou de roubar o meu pedido! ela pegou o pedido no , deu o pedido como entregue e simplesmente sumiu entrei em contato com o outback, que falou que o pedido já tinha sido entregue e depois cancelou o pedido no ifood é mole?	2021-08-10 02:16:19+00:00	negativo	overnight
nihdovral	minha escola sorteou 500 conto pra comer no outback, 200 no mc e mais um monte de coisa e eu não ganhei nada, eu só ganho sorteio quando é coisa ruim	2021-08-07 00:40:30+00:00	negativo	overnight
almost_alien	amanhã já podem inventar o sushi de coxinha e o outback de feijoada	2021-08-05 04:15:24+00:00	negativo	overnight
clssyb	hj eu queria comer no outback	2021-07-29 13:38:04+00:00	negativo	afternoon
thaiiisoliveira	to com ranço dos meus pais e da bia que foram pro outback logo quando eu to cheia de ponto na boca, quando eu to boa ng faz isso	2021-07-18 17:43:35+00:00	negativo	afternoon
mih3185296	thiago é mt tóxico, ele nunca quer ir no outback, sexta, sábado e domingo	2021-07-15 23:25:50+00:00	negativo	night
uui_jsouza7	quando eu terminei de tirar as tranças a vaca falou que só vai me entregar a merda do cabelo amanhã tô perdendo outback por causa dela	2021-07-09 23:00:12+00:00	negativo	night
goodgirl07_	estava direitinha na minha dieta aí esse fdp fala :-pedi um outback	2021-07-06 22:13:54+00:00	negativo	night
mariagabiajala	eu vou morrer e não vou ter comido o fondue do outback ~q mundo é esse tão cruel q a gnt vive~	2021-07-02 22:24:55+00:00	negativo	night
alekinho_7	minha mãe no outback e eu em casa	2021-07-02 00:49:37+00:00	negativo	overnight
FernandoQuites	marcos paulo de olho na minha caneca do outback	2021-06-26 17:52:32+00:00	negativo	afternoon
TasJonatas	indo comer no sal e brasa de novo já falei a meu pai que queria ir no outback já tô enjoada	2021-06-26 01:11:23+00:00	negativo	overnight
marycotabrito	agora é 1 a cada 2 pessoas na mesa, e fomos informados no outback do rio sul que ja tem algumas lojas cobrando pelos molhos, tipo a cebola vem um molho porem eu nao gosto sempre peço outro , com isso se eles quiserem cobrar vao poder…	2021-06-23 03:52:47+00:00	negativo	overnight
hugochoperiaZG	muita luta pra comer no outback pqp	2021-06-15 23:02:11+00:00	negativo	night
judsantoss	postei foto no outback e o garoto veio perguntar quem tava bancando, se eu estava namorando rico fui eu mesma mo que paguei a conta	2021-06-14 16:34:49+00:00	negativo	afternoon
artemisagauche	mas não foi só o outback, todos os restaurantes do bairro da minha mãe estavam lotados por causa do dia dos namorados	2021-06-13 16:12:28+00:00	negativo	afternoon
_cfelip	outback largou nós mal hoje fechando mais cedo	2021-06-13 03:54:26+00:00	negativo	overnight
thal_vand	só queria comer a merda do fondue do outback	2021-06-13 01:12:57+00:00	negativo	overnight
Coutinhooo14	andei tudo atrás de uma costela e não achei em lugar algum, só porque faço melhor que a servida no outback	2021-06-12 14:39:04+00:00	negativo	afternoon
akmartins1997	to com vontade de comer um fondue e toda hora aparece publi do outback	2021-06-12 00:15:24+00:00	negativo	overnight
giolanzillote	vi no insta que meu pai veio no rio não me avisou, ainda foi no outback aposto que levou alguma piranhaaaaa!! aí que ódio	2021-06-09 17:50:51+00:00	negativo	afternoon
OutbackBrasil	comemorar o dia dos namorados só no dia 12: pedir o combo delícia do #fondueoutback com cheese e chocolate fondue antes da data: é muito outback envolvido né, peça já o seu pelo ifood ou em um dos restaurantes!	2021-06-09 14:17:12+00:00	negativo	afternoon
medeirosg01	outback cheio em plena terça-feira	2021-06-08 23:28:30+00:00	negativo	night
gotadooceano	infelizmente odiando pela foto da costela do outback que ele postou	2021-06-07 21:28:36+00:00	negativo	night
Furlan_0	vai toma no cu outback, dois dias seguidos q eu vou faltando 3 horas pra fechar e n pode entrar mais	2021-06-01 23:15:32+00:00	negativo	night
aces_A6	sdd da comida do outback caique você me paga	2021-05-25 06:28:16+00:00	negativo	morning
_Outback_o	fds eu quero ver	2021-05-22 18:42:03+00:00	negativo	night
Lipedopneu	no, vou dormir outback só final de semana	2021-05-20 01:32:58+00:00	negativo	overnight
oisouotheus	que falta de educação o outback mandando todo mundo embora no meio do almoço, expulsando real	2021-05-14 16:35:41+00:00	negativo	afternoon
I12Igor	so pq eu to chei de vontade de ir no outback ta geral indo mano	2021-05-13 22:54:40+00:00	negativo	night
yolandxz	eu quero comer outback	2021-05-12 20:48:41+00:00	negativo	night
caiofalcaofoto	pagar foto: ir ao outback:	2021-05-06 15:12:36+00:00	negativo	afternoon
flavinha_kayles	bolada pq não comi minha costela no outback só por causa da micro	2021-04-25 01:31:41+00:00	negativo	overnight
BrenndaMykaella	queria muito ir no outback mas já tava fechado	2021-04-21 01:27:15+00:00	negativo	overnight
jhalmeida15	falei p a carol que queria ir ao outback e ela preferiu pedir em casa estou há uma hora tentando pedir algo! muito obrigado	2021-04-10 00:16:06+00:00	negativo	overnight
arianja24	julia quebrou minha caneca do outback to muito bolada mano que ódio	2021-03-31 02:35:15+00:00	negativo	overnight
Saraalmeida02	tô com muita raiva do outback	2021-03-25 05:11:01+00:00	negativo	overnight
igorfortesc	esse decreto fudeu todo mundo, outback tá fechando as 16:00	2021-03-07 18:20:42+00:00	negativo	night
Antonnylucas30	outback é uma palhaçada mano	2021-02-28 23:53:56+00:00	negativo	night
YsaaAraujo	esse povo do outback são muito fofoqueiro misericórdia é tanta fofoca que não cabe no cu de cada um	2021-02-13 04:40:04+00:00	negativo	overnight
Patricia_Mr34	já faz 3 anos q tô com o jeferson e sempre peço pra ir no outback aí ele vem e fala q vamos no outbeco do pu alguém avisaaaa	2021-02-10 20:13:39+00:00	negativo	night
Claraandradesol	só faltou um outback aqui no west shopping	2021-01-31 14:14:02+00:00	negativo	afternoon
Memoravril	tô louca pra provar esses new gold steaks do outback mas o outback daqui não tem	2021-01-19 01:12:40+00:00	negativo	overnight
krdosoray	cunhado desdo ano passado eu tenho um admirador que trabalha no outback, ele disse que no natal eu ia saber quem ele é, já tá chegando natal de novo e nada	2021-01-17 17:21:19+00:00	negativo	afternoon
Wdson77	15 mesas na minha frente pra comer no outback, tnc	2021-01-12 23:44:48+00:00	negativo	night
_Thailan__	por isso eu não gosto de comer no outback, que demora pra entrar	2021-01-10 01:15:38+00:00	negativo	overnight
jeybaum	cade o outback na sua lista????	2021-01-09 14:07:32+00:00	negativo	afternoon
Igugomes25	vim no outback atoa, 18 mesas na frente odiao	2021-01-08 22:31:00+00:00	negativo	night
ingriddcoutinho	você é mto comédia kkkk na minha vez é outback né	2021-01-05 18:09:53+00:00	negativo	night
cyberffox	pedimos um negócio no outback bomzão, só que tava picante	2020-12-21 22:53:07+00:00	negativo	night
Ellenn14	teria que estar 17:00 no outback e não vou conseguir	2020-12-21 19:40:42+00:00	negativo	night
PHvia7	minhas férias nesse crl de outback não chega nunca	2020-12-21 12:02:32+00:00	negativo	afternoon
hyyugas	foi assim quando eles decidiram ir no outback	2020-12-15 20:18:29+00:00	negativo	night
reissbruu	odeio castilho e marujo!!!!!!!!! mandei 13h foto do novo cheddar do outback pra eles e eles foram comer sem mim!!!!!!!!! eu odeio vccs!!!!!!!!	2020-12-15 20:14:55+00:00	negativo	night
thiago_nisner	cara pra pegar um lugarzinho no tem que chegar até as 19:00 não tão certinho	2020-12-14 01:15:50+00:00	negativo	overnight
dudasantosnery	esperando pra entrar no outback odeio esperar	2020-12-09 22:06:27+00:00	negativo	night
branca_061	vim no outback estou 2 hrs e meia na fila pqp	2020-12-09 00:04:57+00:00	negativo	overnight
NICOx2N	batalhamos muito por um segundo outback	2020-12-07 14:00:33+00:00	negativo	afternoon
dupxss	sempre quero ir em restaurantes diferentes, mas sempre acabo do outback af	2020-12-03 14:23:40+00:00	negativo	afternoon
trizcarv	agora eu quero os bombons choco thunder do outback salivei vendo o vídeo dos	2020-12-02 16:17:43+00:00	negativo	afternoon
pogkarinykekw	pq ele n vende o carro de 200 mil pra pagar nosso outback?	2020-11-29 16:00:07+00:00	negativo	afternoon
henrique_3011	eu vi no outback kkkkkkkkkkkkkk zuera	2020-11-27 15:45:53+00:00	negativo	afternoon
gelucs	hoje minha mãe vai ter que salvar esse outback	2020-11-27 03:10:56+00:00	negativo	overnight
MarcosLeandroj	"tmnc hoje a grta do meu wpp postou isso eu fiquei tipo?????? semana passada nós conversando perguntei se ela conhecia o restaurante outback, ""conheço não"" chamei ela pra ir, tô até agora no vácuo"	2020-11-22 20:22:48+00:00	negativo	night
FaelL7_	só esse outback agora	2020-11-20 22:53:35+00:00	negativo	night
pxgabilinda	quero fazer um pedido no aplicativo do outback e não consigo	2020-11-12 14:32:35+00:00	negativo	afternoon
catpuccinow	boicotando o outback dessa vez eles foram longe demais com esse fondue maravilhoso #boicoteoutback	2020-11-08 03:36:45+00:00	negativo	overnight
beatriless	não vo mais come no outback não me apoiam	2020-11-07 16:14:09+00:00	negativo	afternoon
manolo_souza	#cancelado nada da para acreditar nisso! outback no shopping são gonçalo rj é o pior que já fui demora no atendimento, as bebidas super quentes até para pagamentos demorar quase 40 minutos a comida não estava agradavel detestei ter ido lá! não recomendo	2020-11-03 02:57:12+00:00	negativo	overnight
_miila10	eu vejo a pessoa viajando pro rio, indo no outback, indo no coco bambu mas pagar quem deve não paga não né, sua vagabunda?	2020-11-02 18:47:10+00:00	negativo	night
_Carolinab7	eu queria tanto um outback	2020-10-30 21:36:07+00:00	negativo	night
juu_cbraga	te amo meu bebê, vamos no outback	2020-10-29 03:55:20+00:00	negativo	overnight
RosaneCalou	minha namô domingo: segunda feira é dietinha amor! chega de besteira! minha namô segunda: olha amor esse lanche do outback que delicia quero	2020-10-27 01:21:39+00:00	negativo	overnight
eunabru14	acho q vou no outback c o meu balde	2020-10-23 17:44:02+00:00	negativo	afternoon
anachaidar	daria tudo pelo macarrão do outback agora	2020-10-21 04:43:25+00:00	negativo	overnight
iguinorem	vem fazer esse bolo cmg kkkkkkkkk tu ta me devendo msm boiola tóxico, eu mereço dps de te levar pro outback!	2020-10-17 18:49:58+00:00	negativo	night
PinaAdemir	#outbacktaboão me deixaram na mão hein o serviço delivery de vocês é um lixo lamentável!!!	2020-10-17 02:26:52+00:00	negativo	overnight
GNeguinn10	deixei de ir no outback por causa do meu olho	2020-10-14 23:42:33+00:00	negativo	night
AlexMig22664270	outback cheiao nem pedido da pá fazer mas que ódio	2020-10-13 02:05:19+00:00	negativo	overnight
krlhanaa	queria muito um outback	2020-10-06 21:08:54+00:00	negativo	night
amndfernandess	só pq eu falo q vou sair meus pais falam q vão pro outback	2020-09-26 20:21:47+00:00	negativo	night
mmonteiro_29	meu google fotos só serve pra relembrar foto com ex a porra do cupom da pesquisa do outback que foi caralho quando resetaram o telefone essa buceta não salva	2020-09-26 04:29:32+00:00	negativo	overnight
Paulynnn03	só queria ir na outback amanhã	2020-09-23 00:11:49+00:00	negativo	overnight
